boro_nm,addr_pct_cd,latitude,longitude
MANHATTAN,28,40.80984,-73.951416
MANHATTAN,9,40.72949,-73.98703
QUEENS,108,40.749887,-73.944115
QUEENS,104,40.71038,-73.90492
BROOKLYN,75,40.663044,-73.891595
BROOKLYN,70,40.651391,-73.960201
BRONX,47,40.88315,-73.843366
BRONX,41,40.821567,-73.896887
BROOKLYN,88,40.684645,-73.974102
BROOKLYN,67,40.651575,-73.921694
QUEENS,103,40.705617,-73.792092
STATEN ISLAND,122,40.543894,-74.163739
BRONX,44,40.824288,-73.926836
BROOKLYN,94,40.726275,-73.952212
BRONX,47,40.89262,-73.844986
QUEENS,103,40.7063611,-73.79252607
STATEN ISLAND,120,40.618473,-74.087199
BROOKLYN,70,40.65488239,-73.96188035
BRONX,48,40.849807,-73.88312
MANHATTAN,18,40.762039,-73.98258
BRONX,46,40.84543488,-73.9170871
STATEN ISLAND,121,40.63602442,-74.13477006
STATEN ISLAND,122,40.59856677,-74.08170249
QUEENS,108,40.742793,-73.91545
QUEENS,108,40.74933671,-73.90669693
BROOKLYN,84,40.689452,-73.987229
BROOKLYN,84,40.688605,-73.985073
BROOKLYN,73,40.681263,-73.915505
BRONX,44,40.84329727,-73.91780899
MANHATTAN,18,40.76552011,-73.9800367
QUEENS,109,40.748673,-73.818654
BRONX,45,40.843057,-73.8464
BRONX,48,40.852842,-73.884173
BROOKLYN,83,40.697737,-73.928569
BROOKLYN,84,40.690123,-73.98902
BROOKLYN,77,40.6744956865259,-73.9305713255961
STATEN ISLAND,121,40.607605,-74.121046
BROOKLYN,83,40.700897,-73.922009
QUEENS,116,40.6837337,-73.75125844
QUEENS,112,40.710507,-73.844551
BROOKLYN,88,40.695076,-73.975117
BROOKLYN,73,40.666395,-73.904582
BRONX,47,40.88385115,-73.83434592
BRONX,41,40.823544,-73.894878
QUEENS,105,40.71616548,-73.74475602
QUEENS,106,40.68221,-73.836568
BROOKLYN,72,40.640493,-74.007952
QUEENS,112,40.726778,-73.853195
BROOKLYN,75,40.666979,-73.870777
QUEENS,115,40.75854946,-73.89252708
BROOKLYN,68,40.621579,-74.007903
BROOKLYN,75,40.649939,-73.870708
BRONX,43,40.824538,-73.850892
BROOKLYN,84,40.689422,-73.991537
MANHATTAN,28,40.808381,-73.946906
QUEENS,111,40.75887,-73.767056
BROOKLYN,75,40.65694592,-73.88081156
BRONX,45,40.841742,-73.834694
BROOKLYN,73,40.662769,-73.90753
BROOKLYN,84,40.698499,-73.986566
BRONX,44,40.84288141,-73.90864028
QUEENS,101,40.596236,-73.754125
BRONX,48,40.845081,-73.89265
BRONX,50,40.8859548,-73.89661395
BROOKLYN,66,40.626371,-73.988342
BROOKLYN,62,40.622886,-73.994006
QUEENS,113,40.667785,-73.780852
MANHATTAN,14,40.759139,-73.990265
BROOKLYN,73,40.659559,-73.913015
BROOKLYN,73,40.664449,-73.91232
QUEENS,111,40.75128374,-73.74929182
QUEENS,114,40.757147,-73.946545
STATEN ISLAND,121,40.637418,-74.169715
MANHATTAN,10,40.7508292,-74.001884
BROOKLYN,62,40.598863,-73.99103
STATEN ISLAND,120,40.617789,-74.08110287
BROOKLYN,83,40.689535,-73.916176
QUEENS,107,40.71422982,-73.81645359
QUEENS,105,40.730976,-73.733468
BROOKLYN,69,40.65115,-73.895039
QUEENS,107,40.71233203,-73.78858292
QUEENS,111,40.75868016,-73.77557106
MANHATTAN,1,40.709141,-74.00686
BRONX,45,40.841697,-73.852274
MANHATTAN,1,40.70854,-74.001381
MANHATTAN,18,40.771621,-73.992395
MANHATTAN,33,40.841624,-73.941024
BRONX,42,40.823047,-73.909949
BRONX,52,40.87972,-73.876965
BROOKLYN,81,40.694065,-73.931276
QUEENS,100,40.581749,-73.83883
QUEENS,109,40.7623158004241,-73.8274480018593
QUEENS,103,40.69294,-73.798015
BRONX,44,40.844528,-73.913473
BROOKLYN,75,40.65766426,-73.89704344
BROOKLYN,60,40.573554,-73.98744
BRONX,40,40.80755382,-73.91921496
STATEN ISLAND,120,40.615478,-74.081664
QUEENS,109,40.757699,-73.834116
(null),28,40.808273,-73.950703
BROOKLYN,75,40.669033,-73.897562
BROOKLYN,68,40.63150595,-74.02479052
STATEN ISLAND,122,40.556136,-74.152478
MANHATTAN,33,40.841382,-73.936769
BRONX,45,40.845355,-73.832229
MANHATTAN,17,40.750539,-73.978833
MANHATTAN,18,40.761284,-73.972049
BRONX,49,40.85327,-73.856492
BRONX,47,40.8873136344706,-73.8472717577564
BROOKLYN,75,40.66503499,-73.89213346
STATEN ISLAND,121,40.604471,-74.122269
QUEENS,110,40.748794,-73.87304
BROOKLYN,63,40.610939,-73.920763
BROOKLYN,66,40.632842,-74.005937
BROOKLYN,75,40.668332,-73.896903
QUEENS,116,40.666071,-73.73607
BROOKLYN,61,40.594062,-73.960868
MANHATTAN,25,40.80958111,-73.93994762
BRONX,46,40.852476,-73.902236
MANHATTAN,25,40.800277,-73.94147
QUEENS,109,40.756965,-73.824351
QUEENS,103,40.704649,-73.792253
MANHATTAN,13,40.731038,-73.976546
BROOKLYN,67,40.641986,-73.950544
BRONX,40,40.809029,-73.920603
BROOKLYN,94,40.71406583,-73.94937276
QUEENS,110,40.7434812638841,-73.8740035373971
BRONX,44,40.836424,-73.923335
BROOKLYN,67,40.642343,-73.944779
BRONX,40,40.806709,-73.930137
BROOKLYN,61,40.59199397,-73.93737443
BRONX,42,40.82432,-73.905328
STATEN ISLAND,121,40.624427,-74.139776
MANHATTAN,23,40.785565,-73.946143
BRONX,43,40.829114,-73.875956
BRONX,47,40.88439986,-73.85237261
MANHATTAN,14,40.750664,-73.990868
STATEN ISLAND,121,40.571184,-74.14757
BROOKLYN,79,40.686749,-73.94604
BRONX,48,40.853281,-73.885871
STATEN ISLAND,122,40.608732,-74.0896005
BROOKLYN,71,40.66636,-73.935524
MANHATTAN,6,40.73097,-73.995342
BRONX,45,40.84270003,-73.8251816
STATEN ISLAND,121,40.618481,-74.165409
BROOKLYN,71,40.66236,-73.957084
MANHATTAN,6,40.73736069,-73.99683897
BROOKLYN,68,40.620603,-74.031132
BRONX,40,40.816981,-73.921153
MANHATTAN,25,40.807889,-73.935913
QUEENS,104,40.713693,-73.895494
BROOKLYN,78,40.66861,-73.985125
BROOKLYN,71,40.668883,-73.932505
QUEENS,115,40.751893,-73.861051
BRONX,52,40.86217,-73.895356
BROOKLYN,81,40.69386225,-73.92970228
MANHATTAN,1,40.710037,-74.005214
BROOKLYN,94,40.736782,-73.957602
BROOKLYN,60,40.577266,-73.976437
BROOKLYN,69,40.645647,-73.902876
QUEENS,108,40.748816,-73.902964
BRONX,47,40.87855904,-73.86576892
MANHATTAN,1,40.71032722,-74.00954415
MANHATTAN,18,40.76229044,-73.98610578
QUEENS,104,40.707408,-73.902155
MANHATTAN,19,40.76118,-73.960835
QUEENS,106,40.68677,-73.822818
BROOKLYN,77,40.673189,-73.929315
QUEENS,103,40.70807939,-73.792564
BROOKLYN,94,40.728488,-73.950367
QUEENS,110,40.73805,-73.859903
MANHATTAN,32,40.829965,-73.9367
MANHATTAN,22,40.79541,-73.958051
QUEENS,101,40.597437,-73.744865
MANHATTAN,25,40.801613,-73.943667
BROOKLYN,60,40.574628,-73.991971
MANHATTAN,14,40.75417678,-73.98459514
QUEENS,106,40.687784,-73.822559
MANHATTAN,23,40.797116,-73.945899
QUEENS,113,40.691541,-73.749271
BRONX,43,40.8235,-73.858618
BROOKLYN,72,40.643149,-74.017641
QUEENS,113,40.67667116,-73.80205324
MANHATTAN,19,40.762618,-73.961327
BROOKLYN,88,40.693396,-73.966394
QUEENS,115,40.748893,-73.882262
BROOKLYN,60,40.573906,-73.999385
BROOKLYN,88,40.6902236041959,-73.9602785860011
BRONX,43,40.838311,-73.85916
BROOKLYN,75,40.664002,-73.899144
BRONX,40,40.810385,-73.904528
BROOKLYN,71,40.65977,-73.96058
BRONX,42,40.837132,-73.900268
QUEENS,109,40.765232,-73.814651
BROOKLYN,76,40.674394,-74.00686
BROOKLYN,83,40.68451308,-73.90938007
BRONX,40,40.818344,-73.918746
MANHATTAN,6,40.73238403,-74.01035193
QUEENS,103,40.699803,-73.807366
BRONX,43,40.835443,-73.878147
BROOKLYN,77,40.675411,-73.958073
BROOKLYN,84,40.687687,-73.989825
BRONX,46,40.85381528,-73.90733117
MANHATTAN,28,40.798833,-73.953843
BROOKLYN,88,40.695382,-73.982425
BROOKLYN,90,40.712668,-73.965124
BRONX,47,40.876716,-73.846188
BROOKLYN,72,40.636166,-74.01066
BRONX,46,40.851316,-73.902117
MANHATTAN,25,40.798973,-73.942428
BROOKLYN,76,40.677357,-74.01155
BROOKLYN,81,40.687079,-73.926895
MANHATTAN,1,40.712368,-74.008885
BROOKLYN,67,40.645793,-73.931698
BROOKLYN,78,40.66743678,-73.98443854
QUEENS,100,40.595521,-73.792563
BRONX,40,40.808779,-73.926082
BROOKLYN,81,40.699255,-73.939297
MANHATTAN,30,40.831238,-73.943227
BROOKLYN,63,40.6201,-73.928015
STATEN ISLAND,121,40.603745,-74.121684
BROOKLYN,84,40.691215,-73.984388
QUEENS,102,40.685612,-73.857789
BROOKLYN,81,40.682503,-73.924309
MANHATTAN,23,40.785681,-73.944508
MANHATTAN,14,40.756707,-73.984496
QUEENS,105,40.752973,-73.707196
BRONX,45,40.840743,-73.838662
BROOKLYN,75,40.658334,-73.884038
BRONX,43,40.83188937,-73.87421773
BROOKLYN,73,40.683677,-73.917341
MANHATTAN,7,40.72070953,-73.98130916
QUEENS,109,40.794363,-73.816008
BRONX,47,40.873056,-73.866219
STATEN ISLAND,121,40.578285,-74.162023
BROOKLYN,78,40.68277978,-73.98241587
QUEENS,112,40.719944,-73.844935
BRONX,40,40.822729,-73.919369
BROOKLYN,75,40.67375,-73.8653
MANHATTAN,18,40.76791711,-73.98571471
QUEENS,109,40.762143,-73.798083
BROOKLYN,83,40.701324,-73.922759
MANHATTAN,23,40.793325,-73.938923
MANHATTAN,25,40.797629,-73.934224
BROOKLYN,72,40.64795,-73.998409
BROOKLYN,90,40.715107,-73.96066
BROOKLYN,79,40.690008,-73.943786
BRONX,44,40.840633,-73.91517762
BROOKLYN,81,40.6823685,-73.93193899
MANHATTAN,32,40.816801,-73.947242
BROOKLYN,94,40.71453563,-73.9443908
BROOKLYN,61,40.599617,-73.944648
MANHATTAN,33,40.83652,-73.940027
BROOKLYN,75,40.666523,-73.898356
BROOKLYN,61,40.597621,-73.931611
BRONX,43,40.828629,-73.878704
BROOKLYN,67,40.65084,-73.949083
BROOKLYN,60,40.593168,-73.979325
MANHATTAN,14,40.75533027,-73.9911785
BROOKLYN,83,40.700042,-73.920505
MANHATTAN,7,40.719308,-73.979086
MANHATTAN,23,40.793511,-73.940336
BROOKLYN,79,40.68922879,-73.95699279
STATEN ISLAND,123,40.514171,-74.246589
MANHATTAN,32,40.809646,-73.942016
MANHATTAN,28,40.800655,-73.948582
BROOKLYN,90,40.707607,-73.951128
BRONX,42,40.830682,-73.888577
MANHATTAN,19,40.779168,-73.954785
BROOKLYN,67,40.651359,-73.938567
MANHATTAN,26,40.812512,-73.95268
BROOKLYN,76,40.6836512406856,-74.0003043120176
STATEN ISLAND,120,40.613725,-74.084819
BROOKLYN,75,40.677815,-73.885187
QUEENS,103,40.697367,-73.791827
QUEENS,112,40.71971,-73.864964
BRONX,49,40.851554,-73.865861
MANHATTAN,1,40.723184,-74.000887
QUEENS,103,40.698158,-73.795085
BRONX,44,40.835163,-73.91248
STATEN ISLAND,120,40.62246362,-74.07253516
MANHATTAN,13,40.74115,-73.976986
BROOKLYN,67,40.639671,-73.953693
MANHATTAN,25,40.786639,-73.930466
BROOKLYN,94,40.720912,-73.958948
BRONX,40,40.814611,-73.913956
MANHATTAN,30,40.830601,-73.948574
BRONX,48,40.852579,-73.893696
BROOKLYN,66,40.6472719,-73.9973009
MANHATTAN,5,40.722135,-73.996697
QUEENS,104,40.708092,-73.915379
BROOKLYN,83,40.6984738177025,-73.917768981221
QUEENS,102,40.69074,-73.837232
BRONX,42,40.834891,-73.889237
MANHATTAN,28,40.79984317,-73.95245706
MANHATTAN,10,40.75773221,-73.99685244
BROOKLYN,71,40.65829629,-73.93108413
BROOKLYN,66,40.631429,-74.001246
BRONX,42,40.831272,-73.893019
(null),7,40.719445,-73.988684
BROOKLYN,66,40.61728848,-73.9778514
BRONX,45,40.818751,-73.814761
BRONX,44,40.831891,-73.911841
MANHATTAN,33,40.835341,-73.94209
MANHATTAN,30,40.818046,-73.954244
BRONX,48,40.856911,-73.886418
STATEN ISLAND,122,40.59998721,-74.09083289
MANHATTAN,23,40.797814,-73.948551
QUEENS,109,40.756217,-73.829771
QUEENS,101,40.599187,-73.750221
BROOKLYN,76,40.68152115,-74.00539375
STATEN ISLAND,121,40.603229,-74.141247
BROOKLYN,79,40.692259,-73.950264
QUEENS,112,40.73230276,-73.85826622
BROOKLYN,67,40.649756,-73.95038
MANHATTAN,23,40.794852,-73.934781
BRONX,42,40.836028,-73.882062
BROOKLYN,88,40.690639,-73.972346
QUEENS,114,40.75557128,-73.9117631
QUEENS,102,40.692427,-73.859998
BROOKLYN,90,40.708674,-73.95858
BROOKLYN,70,40.647019,-73.958125
BRONX,44,40.831583,-73.927707
BRONX,45,40.864401,-73.829711
BRONX,42,40.833875,-73.904259
BROOKLYN,71,40.664252,-73.95832
QUEENS,102,40.6896,-73.827271
BROOKLYN,73,40.65780309,-73.90867389
BRONX,43,40.833575,-73.861119
MANHATTAN,23,40.784601,-73.94684
BROOKLYN,83,40.68238287,-73.90564046
MANHATTAN,6,40.735227,-74.005501
BROOKLYN,75,40.672182,-73.885112
BROOKLYN,75,40.666795,-73.87573
MANHATTAN,18,40.757606,-73.977887
QUEENS,102,40.69761041,-73.82004436
BRONX,42,40.831475,-73.891261
QUEENS,105,40.71687779,-73.74169784
QUEENS,101,40.598673,-73.757894
QUEENS,115,40.752963,-73.860527
MANHATTAN,19,40.781123,-73.954405
MANHATTAN,20,40.778702,-73.979715
STATEN ISLAND,121,40.64051845,-74.17128719
BROOKLYN,67,40.66077022,-73.91974234
QUEENS,109,40.762621,-73.816135
MANHATTAN,13,40.737445,-73.988387
BRONX,40,40.812612,-73.924258
STATEN ISLAND,122,40.555128,-74.148762
BROOKLYN,72,40.654994,-74.0108
(null),69,40.6486135510607,-73.9052572032302
MANHATTAN,30,40.8286232400477,-73.9438488369889
BRONX,43,40.82989293,-73.87327116
BROOKLYN,75,40.683548,-73.894247
BROOKLYN,63,40.620225,-73.926005
QUEENS,109,40.755053,-73.832261
BROOKLYN,66,40.646405,-73.974399
BROOKLYN,73,40.669342,-73.91308
BRONX,41,40.824171,-73.889568
QUEENS,100,40.582245,-73.828719
BROOKLYN,77,40.678291,-73.9529
BRONX,43,40.828855,-73.851901
BROOKLYN,79,40.696112,-73.952708
MANHATTAN,7,40.711446,-73.98197
QUEENS,112,40.733344,-73.857482
BRONX,46,40.847932,-73.9162
BROOKLYN,70,40.630687,-73.967315
MANHATTAN,20,40.772275,-73.988118
MANHATTAN,34,40.86157901,-73.92477823
BROOKLYN,90,40.713501,-73.954689
BRONX,49,40.854443,-73.864345
MANHATTAN,32,40.812423,-73.949531
BROOKLYN,62,40.607492,-74.003025
MANHATTAN,18,40.766542,-73.992301
QUEENS,102,40.695259,-73.841563
MANHATTAN,20,40.77548661,-73.98216393
MANHATTAN,14,40.752009,-73.977394
QUEENS,116,40.667695,-73.730281
BROOKLYN,72,40.64143514,-74.01781464
QUEENS,115,40.755069,-73.861412
BRONX,49,40.865526,-73.86305
MANHATTAN,14,40.755027,-73.991406
MANHATTAN,32,40.813992,-73.946526
QUEENS,103,40.703368,-73.806716
BROOKLYN,68,40.629413,-74.011065
QUEENS,109,40.786009,-73.842071
MANHATTAN,6,40.734594,-74.000682
STATEN ISLAND,121,40.62891,-74.143277
BRONX,49,40.851196,-73.845805
BROOKLYN,72,40.650443,-74.010091
QUEENS,103,40.68786,-73.802363
BROOKLYN,83,40.686733,-73.907212
QUEENS,113,40.690517,-73.746766
BROOKLYN,94,40.717447,-73.940282
BROOKLYN,63,40.617333,-73.934828
BROOKLYN,88,40.695138,-73.973307
BROOKLYN,69,40.638809,-73.914393
QUEENS,116,40.666771,-73.760697
MANHATTAN,17,40.754683,-73.964177
BRONX,48,40.851197,-73.888513
MANHATTAN,13,40.734327,-73.987484
BROOKLYN,73,40.670947,-73.92109
BROOKLYN,90,40.712234,-73.939579
BROOKLYN,77,40.676807,-73.94846
QUEENS,102,40.684123,-73.855624
QUEENS,101,40.597349,-73.748177
STATEN ISLAND,120,40.640751,-74.08611
BROOKLYN,67,40.64494,-73.952206
BRONX,52,40.8694704770483,-73.8798608037303
BRONX,40,40.811333,-73.915844
BRONX,43,40.82665759,-73.8738952
BROOKLYN,73,40.679581,-73.913813
BRONX,41,40.814852,-73.899077
QUEENS,102,40.69366251,-73.85216387
MANHATTAN,34,40.848729,-73.9365
BROOKLYN,78,40.684463,-73.977751
QUEENS,103,40.69570975,-73.8057508
BROOKLYN,75,40.664209,-73.887752
BRONX,48,40.853115,-73.883008
QUEENS,102,40.69304982,-73.85383845
MANHATTAN,19,40.777383,-73.95056
BROOKLYN,67,40.657838,-73.923021
BROOKLYN,63,40.613305,-73.917185
MANHATTAN,1,40.714542,-74.01567
BRONX,44,40.85267409,-73.91909509
MANHATTAN,23,40.787469,-73.948724
QUEENS,103,40.70247941,-73.7999497
BROOKLYN,90,40.703688,-73.938045
BRONX,40,40.814137,-73.909771
STATEN ISLAND,123,40.510879,-74.233552
BROOKLYN,81,40.67907337,-73.9252653
BROOKLYN,68,40.628702,-74.03628
MANHATTAN,14,40.75470724,-73.99163337
MANHATTAN,1,40.7107,-74.007568
BRONX,43,40.821502,-73.878946
MANHATTAN,1,40.722415,-73.999334
BROOKLYN,75,40.65276842,-73.88628975
BROOKLYN,77,40.672881,-73.923689
BRONX,43,40.819673,-73.851332
MANHATTAN,34,40.867857,-73.919086
BROOKLYN,79,40.680159,-73.945126
BROOKLYN,73,40.659233,-73.915885
BROOKLYN,63,40.620501,-73.934586
BROOKLYN,67,40.642103,-73.948639
BROOKLYN,83,40.6902178,-73.9072917
BRONX,52,40.87077786,-73.8862279
BRONX,40,40.819033,-73.918427
BRONX,47,40.879253,-73.856975
QUEENS,106,40.681838,-73.837388
BRONX,49,40.85964,-73.863236
QUEENS,110,40.738194,-73.850367
BRONX,49,40.855973,-73.8567
BROOKLYN,77,40.674456,-73.936172
BROOKLYN,68,40.635118,-74.027337
MANHATTAN,19,40.768328,-73.951169
MANHATTAN,34,40.85555717,-73.9291699
MANHATTAN,32,40.820327,-73.941901
QUEENS,116,40.659976,-73.731782
QUEENS,113,40.698307,-73.756899
BRONX,45,40.817975,-73.835791
BRONX,40,40.817494,-73.910378
MANHATTAN,32,40.81908,-73.942813
BROOKLYN,84,40.69222518,-73.98729955
BRONX,43,40.817969,-73.847792
BROOKLYN,88,40.685752,-73.978686
BROOKLYN,84,40.699746,-73.981699
QUEENS,115,40.754265,-73.867407
BRONX,42,40.838501,-73.899501
QUEENS,111,40.764801,-73.771614
BRONX,49,40.86788941,-73.86727646
MANHATTAN,14,40.75293627,-73.98548693
QUEENS,114,40.775254,-73.91178
BRONX,52,40.863813,-73.890738
BROOKLYN,67,40.657519,-73.920942
BRONX,46,40.859819,-73.900306
MANHATTAN,20,40.777335,-73.980681
STATEN ISLAND,121,40.587514,-74.168165
QUEENS,115,40.767399,-73.873204
QUEENS,113,40.670446,-73.780004
BROOKLYN,66,40.645379,-73.980987
BRONX,40,40.82024,-73.908685
BROOKLYN,60,40.585629,-73.966394
BRONX,40,40.819788,-73.919882
BROOKLYN,62,40.60460965,-73.99825336
BROOKLYN,70,40.637055,-73.958538
MANHATTAN,18,40.76687584,-73.97907601
BROOKLYN,78,40.681241,-73.970974
QUEENS,114,40.753996,-73.94243045
BROOKLYN,67,40.6518665,-73.91269311
QUEENS,110,40.738379,-73.86258
QUEENS,114,40.77293,-73.933416
QUEENS,101,40.603527,-73.757947
BRONX,49,40.854091,-73.867718
BRONX,46,40.858677,-73.90592
BROOKLYN,62,40.61042174,-73.98210718
QUEENS,114,40.763962,-73.929397
BROOKLYN,78,40.677552,-73.981327
QUEENS,108,40.741739,-73.960361
BROOKLYN,63,40.629527,-73.925082
BRONX,42,40.837377,-73.906692
QUEENS,108,40.736275,-73.894193
QUEENS,108,40.742337,-73.911495
BRONX,49,40.8579039,-73.86467188
BROOKLYN,73,40.670089,-73.913798
BRONX,46,40.86135236,-73.89773676
QUEENS,114,40.764088,-73.915393
BRONX,49,40.863839,-73.833692
QUEENS,107,40.736874,-73.807168
QUEENS,111,40.762639,-73.762854
BROOKLYN,77,40.667425,-73.923709
BROOKLYN,71,40.66308945,-73.96238749
QUEENS,115,40.754677,-73.869039
BROOKLYN,66,40.638498,-73.990308
MANHATTAN,14,40.754477,-73.980167
BROOKLYN,75,40.67311678,-73.88761414
BROOKLYN,78,40.680528,-73.969538
BROOKLYN,73,40.678944,-73.909611
BROOKLYN,69,40.637386,-73.916686
BROOKLYN,71,40.661979,-73.944168
BRONX,40,40.81606683,-73.91764392
QUEENS,114,40.773757,-73.932082
STATEN ISLAND,120,40.638371,-74.083138
MANHATTAN,1,40.719276,-74.0019875
MANHATTAN,14,40.75484094,-73.98411854
BROOKLYN,83,40.698286,-73.927064
BROOKLYN,83,40.70068,-73.933845
MANHATTAN,34,40.855877,-73.928944
QUEENS,114,40.76822832,-73.92913642
BRONX,42,40.82337785,-73.90911148
STATEN ISLAND,120,40.636818,-74.118652
QUEENS,109,40.75339516,-73.79241928
BRONX,46,40.855908,-73.897695
BROOKLYN,63,40.633186,-73.923073
BROOKLYN,75,40.648029,-73.881948
BROOKLYN,81,40.677486,-73.920896
MANHATTAN,5,40.718455,-73.996757
BROOKLYN,67,40.660237,-73.920497
QUEENS,116,40.666435,-73.784559
BRONX,48,40.853451,-73.891536
STATEN ISLAND,122,40.570199,-74.110038
BROOKLYN,67,40.65173309,-73.93038095
BROOKLYN,73,40.67951644,-73.90457012
BROOKLYN,79,40.681217,-73.942035
BRONX,49,40.861042,-73.850683
QUEENS,112,40.732218,-73.867335
BRONX,40,40.812958,-73.907704
QUEENS,111,40.74138784,-73.75648151
BROOKLYN,68,40.622451,-74.028498
BRONX,49,40.86543025,-73.8673609
MANHATTAN,5,40.711933,-73.998225
MANHATTAN,14,40.753172,-73.992755
BROOKLYN,67,40.651185,-73.913766
MANHATTAN,26,40.8148034786258,-73.95628448405
QUEENS,116,40.67972902,-73.76161358
MANHATTAN,5,40.711484,-73.995524
QUEENS,103,40.696743,-73.798015
MANHATTAN,10,40.752907,-74.002969
BROOKLYN,79,40.680891,-73.944869
BROOKLYN,72,40.6394811,-74.01616747
BROOKLYN,61,40.604445,-73.959358
BROOKLYN,75,40.659765,-73.892058
BROOKLYN,62,40.6047685,-73.99087428
BRONX,40,40.81330307,-73.93039618
BROOKLYN,84,40.686348,-73.981253
BROOKLYN,69,40.641056,-73.910654
BRONX,49,40.84954852,-73.85304636
MANHATTAN,13,40.74134,-73.978394
MANHATTAN,17,40.751881,-73.969158
BROOKLYN,81,40.69373,-73.934203
QUEENS,103,40.710307,-73.790349
BROOKLYN,66,40.619474,-73.984593
BRONX,41,40.821866,-73.897372
BRONX,45,40.82240832,-73.83639575
QUEENS,106,40.685896,-73.826394
BROOKLYN,69,40.641542,-73.902413
MANHATTAN,32,40.82163821,-73.93907684
STATEN ISLAND,123,40.518516,-74.234608
QUEENS,103,40.701156,-73.781673
BROOKLYN,70,40.631713,-73.957523
BROOKLYN,81,40.679225,-73.927975
QUEENS,102,40.681475,-73.859198
BROOKLYN,62,40.610185,-73.973257
BRONX,48,40.849428,-73.89833
BRONX,40,40.8149368,-73.91495387
QUEENS,112,40.73091,-73.872909
BROOKLYN,75,40.665114,-73.897038
MANHATTAN,25,40.803394,-73.938144
BROOKLYN,60,40.5858,-73.963653
QUEENS,109,40.781701,-73.840958
BRONX,48,40.848069,-73.899099
QUEENS,107,40.710481,-73.815854
MANHATTAN,26,40.812117,-73.95517
MANHATTAN,23,40.793923,-73.947174
BROOKLYN,90,40.705044,-73.939374
BRONX,48,40.848477,-73.883431
MANHATTAN,14,40.756267,-73.990503
MANHATTAN,14,40.754089,-73.993943
BRONX,46,40.848161,-73.904806
MANHATTAN,17,40.756889,-73.965515
BRONX,42,40.8222710411331,-73.911697780277
QUEENS,107,40.711881,-73.814775
BROOKLYN,84,40.691631,-73.986303
MANHATTAN,19,40.771875,-73.951561
BRONX,46,40.850273,-73.907831
QUEENS,115,40.75081062,-73.89397603
QUEENS,111,40.763095,-73.735465
MANHATTAN,14,40.752884,-73.983434
BROOKLYN,84,40.691013,-73.983457
QUEENS,101,40.606228,-73.750712
BRONX,46,40.853376,-73.904264
QUEENS,105,40.71824,-73.746864
QUEENS,105,40.70257,-73.743539
QUEENS,116,40.662813,-73.755089
QUEENS,113,40.68427666,-73.77501381
QUEENS,114,40.768545,-73.932736
BROOKLYN,69,40.640492,-73.907574
(null),13,40.739034,-73.981547
QUEENS,110,40.734963,-73.874985
MANHATTAN,18,40.758282,-73.985295
BRONX,48,40.847767,-73.889155
MANHATTAN,18,40.7629678,-73.98189293
BRONX,46,40.850235,-73.905378
BRONX,41,40.81230861,-73.89635988
QUEENS,107,40.734027,-73.804922
QUEENS,103,40.708345,-73.794688
QUEENS,115,40.750171,-73.871022
BRONX,46,40.850408,-73.902812
MANHATTAN,14,40.7485121,-73.98871441
BROOKLYN,62,40.610377,-73.982573
MANHATTAN,34,40.851052,-73.938762
BROOKLYN,69,40.629803,-73.898132
MANHATTAN,10,40.748964,-74.00511
QUEENS,115,40.74886342,-73.89270872
BROOKLYN,79,40.686848,-73.958206
QUEENS,103,40.704115,-73.798256
MANHATTAN,32,40.809022,-73.942474
QUEENS,106,40.67726,-73.82604
BROOKLYN,60,40.578019,-73.98287
QUEENS,103,40.71085,-73.760555
MANHATTAN,19,40.775348,-73.963889
BRONX,48,40.850448,-73.885125
BRONX,43,40.813991,-73.848978
MANHATTAN,32,40.824506,-73.937007
QUEENS,115,40.749993,-73.87204
BROOKLYN,90,40.709572,-73.942754
MANHATTAN,14,40.756643,-73.988371
QUEENS,108,40.74931,-73.916992
QUEENS,107,40.725598,-73.825543
BROOKLYN,71,40.65936334,-73.93965755
BROOKLYN,90,40.700419,-73.957343
BRONX,46,40.852414,-73.904372
MANHATTAN,19,40.769149,-73.958118
MANHATTAN,1,40.710562,-74.008405
QUEENS,104,40.711816,-73.895028
QUEENS,106,40.655002,-73.838842
BROOKLYN,88,40.683613,-73.967427
BROOKLYN,78,40.683299,-73.974854
QUEENS,104,40.701204,-73.879752
QUEENS,106,40.68126391,-73.83952904
BROOKLYN,68,40.627422,-74.010792
QUEENS,113,40.67140758,-73.79941204
BROOKLYN,73,40.659281,-73.91489
BROOKLYN,75,40.671615,-73.884544
BROOKLYN,90,40.699349,-73.957095
STATEN ISLAND,123,40.548751,-74.170579
QUEENS,104,40.718495,-73.873972
STATEN ISLAND,122,40.595978,-74.091629
STATEN ISLAND,121,40.628847,-74.141535
QUEENS,108,40.750455,-73.942448
MANHATTAN,28,40.809184,-73.951896
QUEENS,103,40.703555,-73.799677
(null),20,40.77661,-73.980927
QUEENS,115,40.748109,-73.891677
BROOKLYN,77,40.669822,-73.932417
QUEENS,110,40.73756,-73.862738
BRONX,45,40.84169,-73.837042
BRONX,47,40.87816191,-73.86415332
BROOKLYN,72,40.645638,-74.013452
BRONX,47,40.871032,-73.867175
BROOKLYN,77,40.67680823,-73.95574979
BROOKLYN,77,40.676968,-73.960991
MANHATTAN,9,40.727484,-73.98693
BROOKLYN,68,40.61605806,-74.0257501
